turno,operador_id,maquina_id,producto_id,cantidad_producida,unidades_defectuosas,eficiencia_porcentual
3,1,9,11,93,3,91.34462112938012
1,9,3,1,105,0,84.13807753126947
3,12,1,4,89,4,82.34020742240578
1,5,10,10,85,1,84.30249187858327
3,20,6,6,101,2,94.6488047247421
2,3,1,15,110,0,80.0795611389378
1,5,1,9,98,2,82.88501967595856
1,2,8,3,84,1,79.95111298290261
3,14,9,15,112,3,87.59383989851689
3,2,2,3,89,1,79.9728695247335
1,13,9,15,108,3,85.69185048949943
3,7,5,12,95,3,81.05675697902781
3,10,8,5,107,4,86.99300062418743
3,13,7,7,87,2,85.92613548882127
2,16,7,14,90,3,89.32970866669483
2,14,4,5,115,3,87.51762168875283
3,11,2,11,81,1,91.05409023920404
3,10,5,8,89,0,96.28227269882905
2,6,3,5,101,2,96.62729538162846
2,4,9,7,92,1,87.19683724850482
1,1,6,6,107,3,86.30651043482013
1,7,1,14,87,1,83.26866597252372
2,9,3,10,93,1,83.73971875576532
3,8,4,13,105,1,86.53295504640555
3,5,9,2,104,2,80.50231551307775
3,19,6,3,111,2,88.09576785319734
3,10,4,11,97,1,75.86398135884184
1,11,1,11,102,3,85.77827011336183
2,15,8,4,107,3,80.97817283690587
3,6,2,5,92,2,83.1948958517095
1,15,8,9,119,2,87.91477135912956
3,5,6,6,99,3,79.62192355978698
2,19,8,1,113,4,81.59906132842404
1,19,6,3,101,0,79.08604379283892
2,10,5,7,85,4,91.55763102301272
2,12,5,8,94,3,75.2442310881498
1,4,10,7,107,1,82.70606142562696
1,18,10,5,94,5,89.20912135899626
1,16,8,15,109,1,90.62912308036948
1,8,7,10,119,3,90.80199928317164
1,4,8,8,96,3,88.61610767220677
1,12,8,9,111,2,80.66932451355679
1,2,7,7,79,0,85.89214583266842
3,4,2,11,87,1,76.14985750433308
2,5,9,9,106,1,81.27145333175339
1,3,7,1,95,3,79.53717434891192
3,9,6,14,103,4,82.16848793616158
3,18,9,9,72,1,84.3882187088619
3,11,1,3,107,1,78.83557772475545
2,3,2,6,92,1,91.8128675425788
1,2,1,8,96,3,78.67897583246098
3,9,10,3,92,5,86.54243883842543
2,14,3,4,89,0,76.47838553213045
2,4,5,7,103,2,85.76198717038866
2,9,1,12,99,2,78.5696503420804
3,13,4,7,113,1,91.3052792736584
1,18,8,4,99,2,84.60949981312464
3,15,6,9,90,2,82.4102756480676
3,10,1,13,100,3,87.47873204549444
1,16,1,3,97,2,84.2428842216923
1,12,3,12,104,2,88.0148320787192
1,20,10,8,104,2,89.7289053100709
2,5,8,8,105,2,84.00716382391477
1,2,8,13,107,2,84.65688627922444
3,10,3,4,102,1,78.89976256447078
1,1,7,7,108,1,89.87924111237349
3,7,3,4,106,4,85.4841770777444
2,17,4,13,118,2,88.1238323698634
3,16,9,12,96,4,83.06671733378535
3,3,4,1,102,3,84.97
1,14,3,1,97,2,81.02220196983504
1,10,5,14,109,3,73.38191826454731
3,7,7,1,85,2,83.63837784017333
1,17,5,2,92,3,90.82875205986493
2,6,4,6,88,1,79.50904325313414
2,4,8,12,100,0,94.04163734153536
1,17,4,10,112,1,79.97317035473364
2,9,2,11,83,4,75.92707734048608
1,4,10,5,90,6,79.03574483101282
3,7,6,11,85,1,87.96538090777203
3,2,2,2,107,3,83.80904215679617
2,17,3,8,112,3,88.50005849088033
1,8,1,9,93,2,91.01028136898752
1,15,5,7,100,5,79.87863398457493
2,15,9,12,104,2,87.66544246770991
3,8,2,14,102,1,84.97
2,16,7,15,99,1,80.08346972465502
3,19,5,15,77,1,87.28927834451068
1,11,2,12,83,1,89.69373894118391
3,2,8,9,95,1,82.70938162232844
2,17,6,4,96,4,86.91043754634968
1,16,4,13,93,2,83.01561839171453
2,15,4,7,97,1,98.7960014725582
2,13,2,5,115,2,85.49560413199285
3,15,3,5,97,1,84.92607607396988
2,4,7,3,93,1,80.23397508962555
3,16,3,9,114,1,84.35193536917548
1,12,5,13,81,3,86.60019214883467
3,4,10,10,96,4,83.7775166089805
1,3,6,5,106,1,81.93071224420974
3,17,6,6,102,2,84.97
2,18,4,3,96,4,82.5510227530019
3,18,6,10,103,3,89.60563862341644
3,17,3,7,87,2,81.84565550759382
1,12,7,9,106,1,81.78027413640152
2,4,7,9,94,4,88.98544688553643
3,12,4,14,108,2,88.15949356090007
2,20,2,15,97,1,92.18648441123064
3,15,7,13,98,0,80.4833594919201
3,16,3,10,99,1,85.48233104568581
2,5,1,14,103,0,89.49998477703016
3,15,2,10,95,2,91.57044872519752
2,17,10,5,103,3,90.02556946742284
3,18,9,7,99,0,84.56436730820987
1,5,8,13,89,3,87.51200399620093
2,13,6,12,106,3,78.14120076600692
3,19,6,12,92,3,97.36478931804132
3,13,1,13,99,0,86.87033921127349
1,18,2,3,113,1,84.2220311301087
2,14,4,6,104,2,88.85616072199929
3,4,3,12,103,3,84.90555802805933
1,4,1,8,109,0,95.0107574874622
3,20,8,13,104,2,95.86944675335546
2,20,7,8,95,2,82.0196024961246
3,19,4,2,109,2,85.70529884216539
3,13,9,6,107,1,84.87242847320398
3,12,4,7,117,2,75.69895086537227
3,7,1,12,99,2,88.35202736153448
1,12,10,7,105,3,85.10772496947823
1,4,1,3,95,2,88.6659395452199
2,2,1,14,104,1,78.50547849872345
1,2,1,14,108,2,91.48201702727624
1,5,4,9,103,1,85.12053548648178
2,10,1,2,73,1,77.06938073044373
1,10,2,11,107,3,77.8410933884702
1,9,4,3,98,2,84.77756727655027
2,13,7,15,98,2,82.44014445068798
2,7,2,11,106,2,80.52301177100487
2,5,8,2,100,1,86.7372038740167
3,10,7,11,93,0,87.17798619495252
3,10,9,9,96,2,86.23468452701017
2,6,6,4,105,2,78.37783561642246
2,19,4,2,113,2,84.5076901527252
2,8,6,3,107,2,85.78036766305905
3,1,4,13,94,0,78.74890554073929
3,17,7,4,123,3,87.2705710565719
1,7,9,15,94,1,86.17592760377057
1,14,3,14,82,0,76.49528921735048
2,17,3,10,96,1,80.47566133975602
3,9,2,13,93,2,84.61224788927744
3,17,1,6,107,3,88.63581837216282
3,5,1,5,101,3,71.21002989205459
2,20,3,3,103,0,90.56960390027656
1,8,7,10,100,0,83.19779573671525
2,6,9,8,90,1,90.61002128853612
1,11,2,8,75,2,72.48910751095309
1,19,7,7,96,0,80.21070624142043
2,4,1,3,92,1,87.99170808343713
1,18,2,14,103,2,90.2560886532938
1,1,6,15,104,2,91.67447179912756
3,13,5,1,92,1,89.57343360127487
1,14,8,5,92,0,84.86078631997808
2,1,2,1,103,1,87.8991760707563
2,11,1,6,97,2,91.6393975136036
1,17,7,11,123,5,90.47647023246287
3,4,6,7,90,2,82.8002857640315
3,12,8,15,87,1,88.7087930719473
1,10,8,15,97,2,84.98303316443346
1,6,2,12,107,6,91.99944522520278
2,1,8,5,102,3,82.50227500486609
1,7,6,4,90,3,88.65805292952498
3,16,9,2,110,1,90.22200064332782
1,14,7,5,104,1,80.49195625071526
2,20,2,9,117,1,82.4776163860208
2,20,8,4,96,1,94.44057077400612
2,6,9,14,116,1,88.54833181310192
2,5,7,2,99,2,92.3940082330168
2,18,4,13,98,1,82.09587564153404
1,15,9,15,102,3,80.87568931169027
1,6,4,6,124,0,85.93948503664588
1,19,4,8,103,3,82.46529992805277
1,1,9,2,100,2,72.61621094194116
2,1,8,9,110,7,91.63491924893611
3,13,4,7,101,0,93.43684781820312
1,3,8,14,86,4,91.83268086488548
3,10,8,13,94,1,93.20804484828398
1,3,7,2,102,2,88.25025551788919
1,9,10,11,115,5,83.59657532792492
3,8,6,5,100,3,96.28757297067514
2,3,8,5,87,1,92.56432371958776
1,13,7,7,100,3,89.01540474733713
1,6,5,13,105,1,72.33893078330809
1,13,4,15,112,4,86.07928841166915
3,20,2,5,97,2,83.46821835278017
2,20,8,11,95,0,86.81009638113036
3,12,9,14,103,2,81.04671305973527
3,13,4,6,100,1,87.07376091272184
2,2,4,14,93,2,81.23673831577966
3,16,5,9,117,2,88.78116374335195
2,6,2,3,110,3,79.88706501901748
1,19,7,3,93,1,86.51705084964146
2,13,5,8,93,0,86.25698343577524
1,17,6,10,88,1,86.57460096715025
3,9,4,12,94,1,83.15923640006812
3,17,8,6,97,1,82.45279263517149
1,2,8,12,104,2,84.97
3,19,5,10,101,2,85.5298400200474
2,19,6,3,88,3,83.06447536584827
1,7,3,2,101,1,83.34248387157722
3,10,1,13,90,0,87.81977363601644
1,10,9,2,105,0,81.4888986449993
2,20,9,2,84,0,83.42178307535347
2,9,3,15,82,3,82.3047802825716
3,17,4,5,94,0,93.0154331381352
2,15,7,15,96,0,83.39949107029715
1,2,2,12,129,4,79.50318520239833
2,4,3,5,102,1,78.85673273032974
1,19,6,1,108,1,82.61713110248392
1,17,8,2,103,2,83.23945170142889
2,5,1,2,93,2,85.57774462811642
3,7,4,15,84,1,81.4357188563902
2,18,1,4,97,5,85.11103883245325
1,7,2,7,100,4,92.98844140678212
1,17,8,3,86,4,84.33092604058973
2,7,6,5,124,1,91.02204997425028
3,4,9,11,106,0,85.83390251864311
3,8,2,9,92,0,81.56320366664168
1,13,3,5,95,2,81.72457094853075
1,4,9,9,87,3,86.87087058650798
3,6,9,1,98,2,75.59935810900332
2,5,6,9,81,2,84.97
1,12,3,14,116,3,79.22746952672425
1,4,5,5,99,2,90.50809878878944
3,9,2,8,110,3,84.97
2,4,7,5,102,3,83.44704852427624
3,19,10,14,110,0,96.0975693795705
2,14,8,12,104,2,81.26332563019754
2,5,6,6,118,2,80.05324547124148
2,18,8,8,102,3,83.56017295167396
1,10,2,2,95,3,71.8642227572728
3,19,3,3,100,4,84.63148170384977
3,12,7,11,110,2,82.29920272491606
2,18,10,9,86,1,96.85194365727236
1,17,1,5,102,5,79.11520814492012
1,11,7,5,99,6,97.11560923735132
3,3,6,9,95,4,90.7647817374988
1,17,8,10,106,3,76.99317262272797
1,1,7,3,108,1,85.99287674136394
2,15,4,14,110,1,87.92692287878532
1,9,3,4,90,1,84.50784868177189
2,15,3,7,94,3,78.41903740174632
3,3,4,2,87,1,79.71391855169827
1,19,9,8,97,2,82.00670104699701
3,13,9,5,84,3,82.93688656408345
3,12,2,15,112,3,83.7911524329939
1,20,5,1,107,1,77.23734557660735
1,1,1,3,108,1,87.04967035926123
3,17,4,15,114,3,87.29745055669855
1,13,2,9,88,2,77.251198837509
2,1,8,5,98,1,87.52552030920677
2,10,4,8,126,2,69.53398707487938
1,15,5,1,98,5,79.23576052829902
3,7,4,14,105,2,79.06738454226357
1,18,5,7,89,3,88.6270681031208
1,16,5,7,95,6,80.08576591797032
3,14,5,8,97,2,81.56640339532306
3,18,3,3,85,0,88.67993977356338
2,7,7,1,83,4,83.35691582985488
3,17,3,11,92,1,81.88327497394761
2,18,2,15,110,3,73.37638482832156
3,12,3,9,107,2,87.46261264391514
1,8,3,1,100,1,90.47128058900678
2,2,8,11,91,1,85.08409466174398
2,7,4,6,97,0,90.05354838827529
2,4,3,9,83,1,86.30852836769733
1,18,10,14,96,3,81.47740837447796
1,6,5,2,101,1,90.97791131829922
1,9,4,4,95,5,90.27384992734044
1,9,9,2,89,2,83.73638628421061
1,14,8,4,94,1,87.5606012835089
2,8,7,2,86,1,84.97
1,19,8,12,101,4,82.86354892248426
2,3,5,1,104,2,89.20446647831834
1,18,4,11,103,3,88.33465517458676
3,5,7,3,111,5,86.1980616373951
2,14,1,8,98,2,84.62743360758301
3,4,6,5,89,0,73.91237063622908
2,7,8,4,104,2,90.91812704511888
3,20,7,5,94,0,79.86106620086166
1,12,2,6,121,0,86.87438349153707
1,2,7,6,109,5,82.26188560233099
1,11,6,5,103,1,93.05390252486704
2,14,5,12,105,2,80.8970414051924
3,16,4,11,99,4,82.23096450436036
1,20,1,12,92,5,95.70647304220512
3,6,2,6,87,4,88.81886812594793
3,4,7,9,118,2,81.64770732898842
1,15,10,5,101,0,83.52609225820534
1,1,3,13,115,0,87.27843282572857
3,7,5,6,101,0,80.56897918773568
1,12,8,4,108,4,82.37262296887029
1,10,8,13,118,1,84.22204165255961
1,5,6,3,88,2,86.4898945991235
2,12,5,13,87,1,88.16660977742437
3,18,2,12,123,4,77.07587808644202
3,10,9,6,108,2,82.17449494422145
2,6,1,11,96,3,85.47852690323981
3,12,2,11,95,1,91.30851430442618
1,7,1,5,106,3,85.43481562135459
3,18,4,4,113,1,89.51465375744681
1,2,4,5,103,1,82.15417315915487
2,10,5,7,88,2,90.96360639574338
1,15,5,1,108,0,83.99527629938508
3,12,8,14,106,2,89.66191933392192
3,17,3,15,95,5,84.662427922369
3,4,6,1,106,0,89.43351987975475
2,7,3,11,98,1,83.6926478027018
2,9,2,13,103,2,86.71056662683282
3,19,8,1,80,2,84.75405766787951
1,7,1,2,93,1,85.72389914311387
2,2,9,9,92,1,88.63708064088466
3,6,7,13,95,4,88.7255861575535
3,18,10,5,97,1,78.4970810602383
2,6,4,14,112,2,90.69960576338096
2,13,3,9,104,0,78.41931001585336
2,19,6,13,103,5,86.78620405186047
1,2,9,5,92,5,79.19919310153
1,12,9,15,102,4,90.5449757356485
3,15,4,14,113,2,89.95400990729145
2,14,10,7,104,4,85.89707578269515
1,6,5,14,108,1,81.39413420478124
2,18,9,14,96,0,96.49790986546468
3,5,2,15,82,1,83.44219777184672
1,18,2,6,93,2,81.95843492750136
1,3,5,2,81,0,66.98644924901305
1,3,1,3,107,5,77.45498278025033
3,10,8,5,121,2,91.46141130348528
2,19,5,4,85,2,84.0064252193656
1,3,10,14,100,0,82.57768973350915
3,12,2,11,106,3,88.32554872267812
2,16,9,6,101,1,81.72204205846249
3,17,2,8,99,4,78.69008821584015
2,7,7,8,89,3,87.3059330366317
3,13,8,3,100,4,87.47862676265882
2,2,6,4,89,2,88.0283817729991
1,4,7,1,90,1,76.26857664376021
2,10,1,2,91,6,88.91439129602152
3,7,4,13,95,1,87.77354044613206
3,17,7,9,80,3,86.7404565295107
2,20,1,15,107,0,87.14117569306045
1,6,1,12,98,2,87.16011559295077
1,19,6,10,82,2,80.81739605926802
2,5,4,10,90,0,79.41211299377211
2,10,3,2,106,2,84.97
3,9,5,12,76,3,84.03332432414749
1,13,9,6,93,0,93.69515635947386
2,19,10,14,103,5,82.69102950415967
1,6,10,7,97,4,85.13871056405898
2,4,10,6,96,0,78.74207277618964
2,3,3,8,106,3,79.38922899052339
1,3,5,9,114,0,81.73827715359614
2,4,10,8,79,2,79.2925307669737
2,5,5,5,113,1,89.80873468767685
3,8,9,8,108,2,89.7445315410787
2,16,10,10,98,3,74.06699195006902
2,3,4,15,96,3,80.02776661180337
2,12,1,15,119,2,82.15711521727364
3,8,10,10,133,0,87.37904550926912
1,13,5,9,89,1,83.03702607160984
3,4,1,14,94,0,70.42950809811224
3,14,6,8,105,1,77.16032775954153
1,14,10,2,93,2,92.44427430127875
3,13,10,2,99,4,81.24278660395652
1,6,7,12,88,3,87.67624078628708
3,17,1,3,98,1,88.99977148928141
1,4,10,7,113,2,77.85953457038408
2,8,4,9,102,0,84.63390093104138
3,17,9,8,119,4,93.66137659126991
3,3,1,9,95,0,86.60077867337559
3,17,9,6,104,1,84.97
3,9,8,1,89,1,84.90263237799235
2,2,5,14,113,4,91.09201801921128
3,13,6,12,109,2,95.80112866917663
2,20,7,4,87,2,74.60534572298637
2,2,4,13,87,3,96.45596869929172
2,20,6,6,88,2,87.87102781888892
2,11,7,15,112,2,88.75623726762599
1,15,6,12,115,3,83.30367940537485
1,11,6,6,104,4,94.6122561551242
3,3,2,15,104,2,84.94913680157833
1,3,5,8,86,0,85.42582779669378
1,12,3,15,101,1,84.97
3,5,7,1,98,0,78.95495918315305
3,20,4,13,88,1,80.03842675433378
3,7,1,11,124,3,90.36856574798172
1,7,6,2,96,1,91.13083751012708
1,13,6,2,112,1,89.90565449311649
3,9,7,13,98,3,84.55091270325121
2,13,8,6,104,1,89.51751448251413
3,12,3,14,98,2,81.15268776538247
2,13,6,14,115,3,84.90754245989478
2,10,10,11,88,4,82.26664154291255
3,1,2,7,107,0,81.41676696250234
3,8,9,2,88,0,85.95732440090049
3,16,2,5,95,2,84.97
1,13,3,6,100,1,83.54046095574425
2,3,10,4,83,6,88.12643440261371
1,3,2,1,110,3,84.91978443218161
1,5,9,3,99,3,74.62104916652908
3,11,1,14,96,4,80.39583191084246
1,7,5,10,112,4,87.08259961212174
3,10,1,9,104,2,87.3074884287717
2,10,5,13,114,6,82.50845323727052
3,20,8,6,96,1,80.38020261136352
1,2,8,2,91,2,91.84050095813716
1,3,8,9,109,3,88.59514449313313
3,8,2,4,97,0,75.15929772967189
3,11,8,11,96,1,85.53233934220506
1,13,5,13,98,0,85.31686581264182
2,7,1,8,98,2,81.43661064317357
2,13,7,10,89,3,84.05024980442741
3,2,6,7,105,3,78.43076238384303
2,6,5,12,106,2,89.13706785374974
1,9,1,11,96,0,92.31125143385528
3,20,1,3,84,1,80.61065336602708
1,2,6,15,85,3,84.97
1,18,10,8,96,2,79.45574740222509
2,16,7,4,99,5,82.92103722218248
3,12,10,2,94,0,88.3027764817812
3,7,10,11,93,3,84.18541292593592
2,7,1,5,91,1,88.7259302511861
1,17,9,1,96,1,96.3976325378521
1,13,4,13,115,3,82.00895541651934
1,11,5,8,100,0,85.8212315515692
1,6,2,14,76,1,83.00635290157055
3,14,10,8,88,0,88.57396454912555
3,6,8,3,90,5,85.34739384869607
2,6,2,1,100,0,86.18340340597287
2,2,3,4,105,2,85.10632388792916
3,20,9,9,91,2,84.58156378318071
3,15,2,9,97,0,86.99464723934739
1,17,6,15,91,3,85.86367160321123
1,8,4,1,101,3,90.75047918275172
2,5,7,11,107,0,84.14516345025503
3,17,6,15,85,1,93.67687316893546
2,20,10,7,112,1,86.04813052488241
3,1,9,6,105,1,96.44654240697622
1,18,9,14,105,4,91.64757050055468
2,15,10,7,107,2,84.5817099512811
2,5,4,7,86,1,83.51987599255567
3,7,1,8,100,3,78.70885917585473
1,18,2,8,105,2,92.5691399653542
2,6,8,10,87,4,95.81463190912756
1,5,10,14,87,3,81.69278891375812
2,19,8,11,107,1,85.0592090711183
1,10,2,2,84,2,86.49600221861199
3,15,4,12,120,1,85.48659164949719
2,10,1,12,101,3,80.29937025505889
2,16,7,12,87,2,90.79695135464566
1,12,4,4,103,2,85.26849703818243
1,18,8,4,112,0,95.7598983132254
2,1,9,13,96,3,83.85156205899114
3,16,9,15,94,1,85.26211640172595
1,6,3,11,96,6,82.58617434392148
1,3,5,10,109,1,77.2332290543251
1,2,6,12,88,1,84.66974323574503
2,2,6,13,104,2,84.97
2,13,10,8,90,1,90.19178978319653
2,9,8,14,119,0,84.33813700702832
2,16,6,13,94,3,81.48389042277147
3,5,6,13,99,0,76.9359277742203
3,7,4,3,97,1,88.55849802211144
2,13,7,12,93,4,81.86625349774737
3,20,8,13,100,0,87.16278512245125
1,13,3,15,97,2,87.34041361260265
1,7,7,13,92,3,88.79476582278323
1,10,3,12,105,3,79.54321332646616
2,15,8,3,101,4,88.73667121629197
1,6,1,13,96,3,83.01568515623131
3,5,1,2,107,1,86.58680831687458
2,2,6,1,98,2,84.16935248054695
3,15,10,8,100,2,91.15873532505996
1,16,9,14,100,1,86.82274997663674
1,19,4,9,97,4,86.05201124008038
1,9,6,9,103,1,98.968935446101
2,19,5,11,105,3,93.61236710037036
3,7,1,8,102,3,82.56522028000839
2,4,6,5,91,2,82.3126882804344
2,3,9,1,112,2,84.02446932143329
1,20,3,9,105,5,85.48979748219548
2,11,3,6,112,2,78.70920247602206
2,1,2,12,104,2,89.76969818011997
1,6,4,15,94,3,82.24641304200605
2,11,10,7,106,1,92.11735477524856
1,1,3,8,101,2,88.75881322925987
1,7,2,13,99,3,80.44732592770218
1,6,1,5,113,2,84.33697733530667
1,14,3,6,104,2,76.91138446236768
2,2,10,12,92,0,87.09445378996357
1,4,6,13,95,2,79.99969619572148
1,11,9,7,103,3,85.28735476281408
2,15,5,7,105,1,82.55157936101212
2,18,3,2,110,0,91.79457824647594
3,1,5,14,91,0,84.5164620483773
2,3,5,11,101,1,95.50836853541152
2,3,5,12,104,1,73.59039557639473
3,7,7,14,111,2,81.78976042836153
2,1,5,1,99,3,97.01939387773508
2,11,7,8,90,1,83.16536086677624
2,6,9,5,83,1,88.6735759592141
2,20,5,10,108,2,80.27410256858394
3,3,2,15,102,0,96.93808322497836
2,19,5,2,106,4,83.53006241239414
2,2,8,3,110,2,78.74940005411581
3,18,4,6,113,1,84.49073535545148
1,12,2,10,106,0,79.0924703352308
3,10,10,6,92,1,78.61700181369292
1,5,3,8,102,0,76.62003371572649
3,9,9,5,103,1,80.60905903125425
3,2,9,5,87,2,87.81578070586131
2,2,8,7,91,2,92.74433883193949
1,6,8,10,99,2,89.44318163016008
2,10,8,13,86,5,87.88505322541468
1,18,8,14,94,1,84.77487282683838
3,12,8,15,111,1,85.20204883283749
3,4,1,5,78,3,79.67898345366868
1,17,6,15,82,2,86.96372919782002
2,15,9,9,83,0,82.73707768269959
2,6,8,6,98,1,85.70878034401257
2,16,3,7,96,6,86.30350528072024
2,17,1,12,111,2,87.14165237575722
3,3,2,8,81,2,84.8528650754748
3,10,2,13,113,2,89.14220032183762
3,5,7,5,99,2,80.63373164162995
3,14,6,14,108,1,78.89160076062818
3,13,2,11,87,0,77.70037268907409
2,6,8,4,119,2,86.37705050789154
2,12,9,15,85,3,86.28366456771003
2,8,7,12,98,2,84.5387276504296
2,5,4,15,78,0,86.89539406009496
3,15,1,8,101,1,92.01599433560315
3,16,4,12,125,1,74.5584210322922
3,1,4,10,87,1,82.5827557289782
1,16,8,9,106,5,81.09692576809633
2,5,4,1,95,1,80.58382924640952
2,3,4,3,99,3,88.46252133740735
3,20,2,12,96,7,84.89987222783226
2,15,10,4,105,6,83.0970142497458
2,13,7,13,92,4,89.07858992493972
3,16,4,7,95,2,94.47871382896466
1,11,6,6,108,3,87.15851674383404
1,2,3,10,96,4,81.48706756984052
1,6,7,10,98,1,83.23898949219443
3,6,6,11,97,3,89.81957507371047
2,14,3,1,107,1,82.6623217925678
3,11,4,4,96,1,85.89040504180053
3,8,10,6,102,0,84.84689243789083
2,8,5,3,97,1,92.71728331195712
1,1,9,15,105,3,81.33667735547554
1,7,6,2,95,1,77.89439977691754
3,6,4,2,106,1,82.27654307642207
1,8,7,10,98,1,82.89775479206553
3,19,2,12,106,3,82.92664737640459
3,20,4,12,94,1,81.95280123062919
2,8,5,4,92,1,86.04309136919385
2,14,4,13,95,4,79.46843336809219
2,18,4,1,88,4,94.05469864293072
3,16,9,15,112,2,83.70508673321466
2,9,2,10,83,0,83.37781266855264
1,15,6,2,111,0,86.07061906001096
1,10,8,13,101,0,84.05767579077214
3,16,8,10,99,1,83.37037512351446
3,4,7,15,114,1,91.0209979500201
2,20,10,2,115,1,86.77132956919762
3,13,4,4,108,3,85.30466030855465
3,5,7,4,93,2,80.7480940780903
1,7,10,1,99,0,84.4665977160357
1,9,6,7,123,1,77.4008517664329
2,8,6,7,120,2,87.94669768775663
3,16,2,10,87,3,90.53733583998203
3,6,8,11,109,4,88.86055228373843
1,16,8,10,90,2,82.59375405418028
3,6,7,10,104,1,76.26983278955349
1,14,9,1,99,2,83.72085778671585
2,1,8,11,114,4,90.66256768833108
1,9,9,8,97,3,86.79024806499353
3,13,9,10,104,1,85.0506552028476
2,19,6,14,96,2,87.86324070922574
1,17,2,14,93,1,83.30595962685413
1,11,7,7,104,1,84.68710473242027
2,8,3,7,111,0,88.45233244830733
2,5,7,11,95,4,81.80001201191762
1,10,9,6,112,2,82.6569318902881
3,7,10,12,98,2,90.7652057174035
1,10,10,4,94,2,81.55752792938635
2,4,2,11,89,4,77.09637453664563
1,9,6,8,94,4,78.54441305031936
2,14,6,2,95,1,86.5346872631385
2,2,9,7,110,5,90.59268661642749
3,9,9,3,107,6,95.92036537394026
2,1,5,14,100,0,81.64012486593906
2,10,5,3,103,3,75.8833962991489
3,10,9,14,91,1,94.8840620900795
2,20,8,7,123,6,89.6258005052452
3,3,7,12,114,1,83.79394662869638
3,6,8,3,106,5,83.03569484332782
2,6,6,15,109,2,83.18845475482527
2,2,3,15,95,4,83.59347043378762
1,18,7,5,120,3,86.11491656951739
3,2,8,8,98,2,86.98824314502305
1,12,8,14,99,2,89.77314624810866
2,5,1,13,90,1,82.97478156865061
1,20,7,4,92,1,91.24356010873692
3,7,3,7,97,2,82.55595345981642
1,16,2,7,72,2,87.00323661636303
3,20,2,2,105,2,75.39946032795298
2,1,8,14,75,4,81.7534714731278
2,1,9,8,101,3,86.49745587142209
3,17,3,10,105,0,79.40503560322772
2,1,3,12,100,0,80.71280362443333
2,20,6,10,116,5,88.85941822279108
2,13,10,15,102,7,78.02573859994492
2,9,1,14,100,0,86.16229522533713
3,15,6,9,85,0,91.36154831787915
1,3,3,6,115,3,90.14792075553888
1,14,4,14,118,1,95.53824791557484
2,11,9,5,98,0,85.1585232199878
1,12,3,1,106,0,87.67676124046326
1,13,1,1,95,2,86.29075353794315
2,13,3,9,90,1,86.87559702390205
2,1,7,14,103,3,86.95029726509095
1,10,7,4,89,1,78.72311861652368
3,3,5,1,95,0,86.23113926176833
2,4,1,11,126,0,93.83795029606348
3,16,8,10,102,2,84.97
1,8,10,12,104,2,82.2106627672468
2,16,8,3,88,1,89.07937838467699
3,17,10,6,116,1,75.97035550112696
2,19,10,14,93,2,87.63229702995822
1,15,10,11,110,2,74.00598784406
3,16,2,13,96,1,79.1035138754776
1,15,10,13,102,1,81.54255959804172
1,2,3,11,107,0,80.21630712687661
2,11,4,8,86,2,88.82758117009472
3,1,1,13,109,5,82.01428218043023
1,15,4,10,93,4,78.08146333128865
1,19,5,2,94,2,82.52318981942538
3,4,3,8,94,3,83.54292420023916
1,11,10,14,89,2,85.93829303462019
1,5,2,13,103,1,82.14741241640458
3,3,6,1,89,1,89.75362933741228
3,13,8,11,93,2,86.6052680157179
3,10,7,2,102,1,83.47192665474903
3,11,1,8,95,1,89.70939690205364
2,18,4,7,98,3,96.66216446883058
3,2,3,5,89,1,85.02871071227742
2,7,6,15,86,3,75.45908695412535
2,9,9,13,103,1,84.3845173726731
2,10,9,10,92,0,92.54290374438514
1,18,7,2,103,1,83.02589813421645
2,7,9,9,97,2,84.97
2,7,8,5,109,2,77.90710992438039
1,3,5,8,105,2,87.44945230072949
1,12,9,13,109,5,80.56343942184884
1,7,7,4,91,1,90.59844025958822
3,17,5,14,98,1,81.55215158824542
1,1,8,9,94,1,76.69606529674262
1,5,7,10,106,2,86.62177467093309
2,16,9,7,88,2,82.55482939921966
1,15,10,2,103,2,77.89333609035981
3,2,1,3,101,4,89.14927421241211
1,9,9,14,97,3,83.70269754400597
3,7,7,2,109,1,90.40206631255856
1,4,1,5,112,0,82.3574628670989
1,20,1,2,102,0,83.34075184261721
1,18,5,5,94,2,87.51356690512283
1,4,8,13,96,2,87.97295478810877
3,13,9,9,99,2,79.87903292332798
3,1,6,2,92,2,84.60866522826787
2,3,10,9,91,4,98.64038012203824
3,16,8,7,92,1,84.97
1,4,6,7,92,6,87.21009904159708
2,16,6,14,88,1,96.2713144323938
2,19,4,5,108,3,86.3326546712638
2,1,5,8,97,4,81.16121002414964
1,5,2,7,115,2,91.6527870734926
3,19,3,6,100,3,77.51456512466771
1,11,3,2,102,1,80.5708021673001
2,13,5,6,106,2,85.64300052066949
1,20,5,14,102,2,92.1296980749712
1,5,6,2,87,1,91.2535067118006
3,4,5,1,107,5,78.3392142445478
3,4,6,9,110,2,84.97
2,4,8,13,94,1,79.15109893056167
1,4,2,5,101,2,84.95503214891286
1,20,4,10,76,3,86.04034192444607
3,18,6,10,98,2,83.33391719576393
1,18,5,4,111,2,82.14309820549384
1,16,1,12,85,3,81.39896852783811
1,9,9,11,103,3,92.3358983723268
3,18,3,8,91,4,81.0174344864584
